id	author	title	translator	year	publisher	pub_place
1233	Saint-Exupéry, Antoine de	A guide for grown-ups (Happiness - Friendship - Love - Responsibility - Fortitude - What is essential) : essential wisdom from the collected works of Antoine de Saint-Exupéry	NA	2002	Harcourt	San Diego, CALIF
1234	Peguy, Charles	Temporal and eternal	Dru, Alexander	2001	Liberty Fund	Indianapolis, IND
1235	Dugain, Marc	The officers' ward	Curtis, Howard	2001	Soho	New York
1236	Cixous, Hélène;;Derrida, Jacques	Veils	Bennington, Geoffrey	2001	Stanford University Press	Stanford, CALIF
1237	Verne, Jules	20,000 leagues under the sea	Brunetti, Mendor T.	2001	Signet Classics	New York
1238	Ichikawa, Satomi	What the little fir tree wore to the Christmas party	NA	2001	Philomel Books	New York
1239	André, Serge	FLAC : a narrative	Fairfield, Susan	2001	Other Press	New York
1240	Bèze, Théodore de;;Summers, Kirk M.	A view from the Palatine : the Iuvenilia of Théodore de Bèze	NA	2001	Arizona Center for Medieval and Renaissance Studies	Tempe, ARIZ
1241	Makine, Andreï	Requiem for a lost empire	Strachan, Geoffrey	2001	Arcade	New York
1242	Soucy, Gaétan	The little girl who was too fond of matches : a novel	Fischman, Sheila	2001	Arcade	New York
1243	Verne, Jules;;Evans, Arthur B.	The mysterious island	Kravitz, Sidney	2001	Wesleyan University Press	Middletown, CT
1244	Gailly, Christian	The passion of Martin Fissel-Brandt	Kemp, Melanie	2002	University of Nebraska Press	Lincoln, NEBR
1245	Klossowski, Pierre	Roberte ce soir and The revocation of the Edict of Nantes	Wainhouse, Austryn	2002	Dalkey Archive Press	Chicago, ILL
1246	Sagan, Françoise	Bonjour tristesse	Ash, Irene	2001	Ecco Press	New York
1247	Colette	Gigi ; Julie de Carneilhan ; Chance acquaintances	Fermor, Patrick Leigh;;Senhouse, Roger	2001	Farrar Straus Giroux	New York
1248	Colette	Chéri and, The last of Chéri	Senhouse, Roger	2001	Farrar Straus Giroux	New York
1249	Hammarskjöld, Dag;;Saint-John Perse;;Little, Marie-Noëlle	The poet and the diplomat : the correspondence of Dag Hammarskjöld and Alexis Leger	Little, Marie-Noëlle;;Parker, William C.	2001	Syracuse University Press	Syracuse, N.Y.
1250	Guedj, Denis	The parrot's theorem : a novel	Wynne, Frank	2001	St. Martin's Press	New York
1251	Djaout, Tahar	The last summer of reason : a novel	De Jager, Marjolijn	2001	Ruminator Books	St. Paul, MINN
1252	Dumas, Alexandre	The count of Monte Cristo	NA	2001	Penguin	New York
1253	Verne, Jules	The mysterious island	Stump, Jordan	2001	Modern Library	New York
1254	Des Forêts, Louis-René	Ostinato	Caws, Mary Ann	2002	University of Nebraska Press	Lincoln, NEBR
1255	Valéry, Paul	Cahiers = Notebooks	Gifford, Paul;;et al.	2001	Lang	New York
1256	Balzac, Honoré de	Lost illusions	Raine, Kathleen	2001	Modern Library	New York
1257	Verne, Jules	Invasion of the sea	Baxter, Edward	2001	Wesleyan University Press	Middletown, CT
1258	Hugo, Victor	A bilingual edition of the major epics of Victor Hugo	Blackmore, A. M.;;Blackmore, E. H.	2002	Edwin Mellen Press	Lewiston, N.Y.
1259	Voltaire	Candide	Kent, Rockwell	2002	Modern Library	New York
1260	Queneau, Raymond	Zazie in the metro	Wright, Barbara	2001	Penguin	New York
1261	Sanvoisin, Éric	The city of ink drinkers	Moroz, Georges	2002	Delacorte Press	New York
1262	Nothomb, Amélie	The character of rain : a novel	Bent, Timothy	2002	St. Martin's Press	New York
1263	Desplechin, Marie	Sans moi	Hobson, Will	2001	St. Martin's Press	New York
1264	Dongala, Emmanuel	Little boys come from the stars	Réjouis, Joël;;Vinokurov, Val	2001	Anchor Books	New York
1265	Leroux, Gaston	The phantom of the opera	NA	2002	G. K. Hall	Waterville, ME
1266	Jacq, Christian	Paneb the Ardent	NA	2001	Pocket Books	New York
1267	Mayol, Jacques	Homo delphinus : the dolphin within man	Amaducci, Enrico;;Sachs, Steven	2000	Idelson-Gnocchi Publishers	Reddick, FL
1268	Marini, Enrico;;Smolderen, Thierry	Gipsy, the gipsy star	NA	2001	NBM Publishing	New York
1269	Djaout, Tahar	The watchers : a novel by	De Jager, Marjolijn	2002	Ruminator Books	St. Paul, MINN
1270	Solé, Robert;;Valbelle, Dominique	The Rosetta stone	Rendall, Steven	2002	Four Walls Eight Windows	New York
1271	Maupassant, Guy de;;Ritchie, Adrian	A selection of the Chroniques (1881-87)	NA	2002	Lang	Oxford
1272	Wiesel, Elie	The judges : a novel	Strachan, Geoffrey	2002	Alfred A. Knopf	New York
1273	Makine, Andreï	Music of a life a novel	Strachan, Geoffrey	2002	Arcade	New York
1274	Scève, Maurice	Emblems of desire : selections from the "Délie" of Maurice Scève	Sieburth, Richard	2003	University of Pennsylvania Press	Philadelphia, PA
1275	Racine, Jean	The suitors	Wilbur, Richard	2001	Dramatists Play Service	New York
1276	Djébar, Assia	So vast the prison : a novel	Wing, Betsy	2001	Seven Stories Press	New York
1277	California State University;;Barany, Michelle;;Gosselin, Claudia Hoffer	Timeless voices and, Voices in and out of time	NA	1998	California State University	Long Beach, CALIF
1278	California State University, Long Beach, Deptartment of Romance, German, Russian Languages and Literatures;;Gosselin, Claudia Hoffer	Tales from the noir side (translators from The Art of Translation, Spring 1999)	NA	2000	Deptment of Romance, German, Russian Languages and Literatures, CAornia State University	Long Beach, CALIF
1279	Albiach, Anne-Marie	A geometry	Waldrop, Keith;;Waldrop, Rosmarie	1998	Burning Deck	Providence, R.I.
1280	Gide, André;;Goodman, Sidney;;Yolla Bolly PressPress Collection	Theseus	NA	1998	Yolla Bolly Press	Covelo, CALIF
1281	Simon, Claude	The acacia : a novel	Howard, Richard	1990	Pantheon Books	New York
1282	Sand, George	The miller of Angibault	Dickenson, Donna	1995	Oxford University Press	New York
1283	Weiss-Meyer, Helena	Magical desert	Crosland, Margaret	1999	Creative Arts Book	Berkeley, CALIF
1284	Duquennoy, Jacques	Operation ghost	NA	1999	Harcourt Brace	San Diego, CALIF
1285	Harpman, Jacqueline	Orlanda	Schwartz, Ros	1999	Seven Stories Press	New York
1286	Lefort, Claude	Writing, the political test	Curtis, David Ames	2000	Duke University Press	Durham, N.C.
1287	Verne, Jules	Arum di ṿelṭ in akhtsig ṭeg : a shpanende ertseylung ful miṭ shṭuremdige momenṭn ...	Berman, Yo'el	2000	Hotsa'at Ḥen	Brooklyn, N.Y.
1288	Cholodenko, Marc	Mordechai Schamz	Di Bernardi, Dominic	2000	Dalkey Archive Press	Normal, ILL
1289	Albert-Birot, Pierre	The first book of Grabinoulor	Alber-Birot, Arlette;;Wright, Barbara	2000	Dalkey Archive Press	Normal, ILL
1290	Verne, Jules	Around the world in eighty days	Towle, George M.	2000	Dover Publications	Mineola, N.Y.
1291	Modiano, Patrick;;Sempé, Jean-Jacques	Catherine Certitude	Rodarmor, William	2000	David R. Godine	Boston, MASS
1292	Cusset, Catherine	The story of Jane	NA	2001	Simon and Schuster	New York
1293	Cheng, François	The river below	Smith, Julia Shirek	2000	Welcome Rain	New York
1294	Aubert, Brigitte	Death from the woods	Koral, David L.	2001	Berkley Prime Crime	New York
1295	Beti, Mongo	The story of the madman	Darnel, Elizabeth	2001	University Press of Virginia	Charlottesville, VA
1296	Deru, Myriam	Little Mouse : a classic fairy tale	Stevens, Molly	2001	Abbeville Kids	New York
1297	Sponde, Jean de	Sonnets of love and death	Slavitt, David R.	2001	Northwestern University Press	Evanston, ILL
1298	Ayala, Roselyne de;;Guéno, Jean-Pierre	Belles lettres : manuscripts by the masters of French literature	Goodman, John	2001	Harry N. Abrams	New York
1299	Brunhoff, Laurent de	Babar's birthday surprise	NA	2002	Abrams	New York
1300	Clavel, Bernard;;Nascimbene, Yan	Castle of books	NA	2001	Chronicle Books	San Francisco, CALIF
1301	Bloch, Serge;;Morgenstern, Susie	Princesses are people too : two modern fairy tales	May, Bill	2002	Viking	New York
1302	Loraux, Nicole	The mourning voice : an essay on Greek tragedy	Rawlings, Elizabeth Trapnell	2002	Cornell University Press	Ithaca, N.Y.
1303	Calaferte, Louis;;Pauty, Jean-Pierre	The inner adventure : conversations	Wood, Willard	2003	Northwestern University Press;;Marlboro Press	Evanston, ILL;;Evanston, ILL
1304	Aubert, Brigitte	Death from the snows	Koral, David L.	2001	Welcome Rain	New York
1305	Giraud, Albert	Albert Giraud's Pierrot lunaire	Richter, Gregory C.	2001	Truman State University Press	Kirksville, MO
1306	Löwry, Michael;;Sayre, Robert	Romanticism against the tide of modernity	Porter, Catherine	2001	Duke University Press	Durham, N.C.
1307	Fortin, Ernest L.	Dissent and philosophy in the Middle Ages : Dante and his precursors	Le Pain, Marc A.	2002	Lexington Books	Lanham, MD
1308	Danhaive, Jean;;De Bruyn, Yves;;Kerckhove, Fabrice van de	Paul Willems, l'enchanteur (Includes a selection of Willems'correspondence and diaries)	NA	2002	Lang	New York
1309	Manchette, Jean-Patrick	Three to kill	Nicholson-Smith, Donald	2002	City Lights Books	San Francisco, CALIF
1310	Ben Jelloun, Tahar	This blinding absence of light	Coverdale, Linda	2002	New Press	New York
1311	Abeillé, Anne;;Cavazza, Marc;;Rastier, François	Semantics for descriptions : from linguistics to computer science	Marks, R. Lawrence	2002	CSLI Publications	Stanford, CALIF
1312	Wilde, Oscar	Salome	NA	2002	Dover Publications	Mineola, N.Y.
1313	Tournier, Michel	Eleazar, exodus to the west	Krell, Jonathan F.	2002	University of Nebraska Press	Lincoln, NEBR
1314	Colette	Break of day	McLeod, Enid	2002	Farrar Straus Giroux	New York
1315	Colette	My mother's house;;Sido	McLeod, Enid;;Troubridge, Una Vincenzo	2002	Farrar Straus Giroux	New York
1316	Despentes, Virginie	Rape me : a novel	Benderson, Bruce	2003	Grove Press	New York
1317	Olender, Maurice	The languages of Paradise : Aryans and Semites, a match made in heaven	Goldhammer, Arthur	2002	Other Press	New York
1318	Tibo, Gilles	Shy guy	Kazeroid, Sibylle	2002	North-South Books	New York
1319	Barbero, Maria	The bravest mouse	Kazeroid, Sibylle	2002	North-South Books	New York
1320	Giraudoux, Jean	Choice of the elect	Russell, Henry Bosworth	2002	Northwestern University Press	Evanston, ILL
1321	Willinger, David	Theatrical gestures of Belgian modernism : Dada, surrealism, futurism, and pure plastic in twentieth-century Belgian theatre	Deneulin, Luc;;Willinger, David	2002	Lang	New York
1322	Brassaí, Gyula Halász	Henry Miller, happy rock	Todd, Jane Marie	2002	University of Chicago Press	Chicago, ILL
1323	Got, Yves	Where's Sam?	NA	2003	Chronicle Books	San Francisco, CALIF
1324	Alexis, Jacques Stéphen	In the flicker of an eyelid	Coates, Carrol F.;;Danticat, Edwidge	2002	University of Virginia Press	Charlottesville, VA
1325	Césaire, Aimé;;Shakespeare, William	A tempest : based on Shakespeare's The tempest,  adaptation for a Black theatre	Miller, Richard	2002	TCG Translations	New York
1326	Eduar, Gilles	Gigi and Zachary's Around-the-World adventure : a seek-and-find game	NA	2003	Chronicle Books	San Francisco, CALIF
1327	Stein-Aubert, Danielle	The blossoms' ball	NA	2003	Tricycle Press	Berkeley, CALIF
1328	Blanchot, Maurice	The book to come	Mandell, Charlotte	2003	Stanford University Press	Stanford, CALIF
1329	Giono, Jean	The solitude of compassion	Ford, Edward	2002	Seven Stories Press	New York
1330	Gutman, Anne;;Hallensleben, Georg	Mommy hugs	NA	2003	Chronicle Books	San Francisco, CALIF
1331	Gutman, Anne;;Hallensleben, Georg	Daddy kisses	NA	2003	Chronicle Books	San Francisco, CALIF
1332	Raczymow, Henri	Swan's way	Bononno, Robert	2002	Northwestern University Press	Evanston, ILL
1333	Queneau, Raymond	We always treat women too well	Wright, Barbara	2003	New York Review Books	New York
1334	Gutman, Anne;;Hallensleben, Georg	Lisa in the jungle	NA	2003	Alfred A. Knopf	New York
1335	Genet, Jean	Fragments of the artwork: Madame Miroir ; Letter to Leonor Fini ; Jean Cocteau ; Fragments ... ; Letter to Jean-Jacques Pauvert ; The studio of Alberto Giacometti ; The tightrope walker ; Rembrandt's secret ; What remains of a Rembrandt torn into little squares all the same size and shot down the toilet ; That strange word ... ; Interview with Hubert Fichte ; Chartres Cathedral, a bird's-eye view ; The Brothers Karamazov	Mandell, Charlotte	2003	Stanford University Press	Stanford, CALIF
1336	Genet, Jean	Prisoner of love	Bray, Barbara	2003	New York Review Books	New York
1337	Verne, Jules	Jules Verne's Magellania	Ivry, Benjamin	2002	Welcome Rain	New York
1338	La Fontaine, Jean de;;Ivry, Benjamin	Love & folly : selected fables and tales of LaFontaine (illustrations by Soon Chun Cho)	Ponsot, Marie	2002	Welcome Rain	New York
1339	Proust, Marcel	Swann's way	Moncrieff, C. K. Scott	2002	Dover Publications	Mineola, N.Y.
1340	Bukowski, Charles;;Duval, Jean-François	Bukowski and the Beats : a commentary on the Beat Generation; followed by An evening at Buk's Place : an interview with Charles Bukowski	Ardron, Alison	2002	Sun Dog Press	Northville, MICH
1341	Oster, Christian	My big apartment	Stump, Jordan	2002	University of Nebraska Press	Lincoln, NEBR
1342	Simon, Claude	The trolley	Howard, Richard	2002	New Press	New York
1343	Kundera, Milan	Ignorance	Asher, Linda	2002	Harper Collins Publishers	New York
1344	Hugo, Victor	The toilers of the sea	Hogarth, James	2002	Modern Library	New York
1345	Manchette, Jean-Patrick	The prone gunman	Brook, James	2002	City Lights Books	San Francisco, CALIF
1346	Michon, Pierre	The origin of the world	Mason, Wyatt Alexander	2002	Mercury House	San Francisco, CALIF
1347	Céline, Louis-Ferdinand;;Godard, Henri	Fable for another time	Hudson, Mary	2003	University of Nebraska Press	Lincoln, NEBR
1348	Pontalis, Jean-Bertrand	Windows	Quinney, Anne Holloway	2003	University of Nebraska Press	Lincoln, NEBR
1349	Antaki, Myriam	Verses of forgiveness : a novel	Jager, Marjolijn de	2002	Other Press	New York
1350	Oster, Christian	A cleaning woman	Polizzotti, Mark	2002	Other Press	New York
1351	Verne, Jules	The mighty Orinoco	Luce, Stanford	2002	Wesleyan University Press	Middletown, CT
1352	Viel, Tanguy	The absolute perfection of crime : a novel	Coverdale, Linda	2003	New Press	New York
1353	Verne, Jules	Around the world in eighty days	NA	2002	Thorndike Press	Waterville, ME
1354	Wiesel, Elie	The judges	NA	2003	Center Point	Thorndike, ME
1355	Robbe-Grillet, Alain	Repetition : a novel	Howard, Richard	2003	Grove Press	New York
1356	Gailly, Christian	An evening at the club	Fairfield, Susan	2003	Other Press	New York
1357	Maeterlinck, Maurice	Hothouses : poems 1889	Howard, Richard	2003	Princeton University Press	Princeton, N.J.
1358	Houellebecq, Michel	Platform : a novel	Wynne, Frank	2003	Alfred A. Knopf	New York
1359	Stendhal	The red and the black : a chronicle of 1830	Raffel, Burton	2003	Modern Library	New York
1360	Gide, André;;Appelbaum, Stanley	The immoralist	NA	2003	Dover Publications	Mineola, N.Y.
1361	Pineau, Gisèle	Macadam dreams	Dickson, C.	2003	University of Nebraska Press	Lincoln, NEBR
1362	Scudéry, Madeleine de	The story of Sapho	Newman, Karen	2003	University of Chicago Press	Chicago, ILL
1363	Daniel, Antoine B.	Incas (1:) The puma's shadow;;(2:) The gold of Cuzco;;(3:) The light of Machu Picchu	Gilly, Alex	2001	Simon and Schuster	New York
1364	Maeterlinck, Maurice;;Landes, William-Alan	A miracle of St. Antony	NA	2002	Players Press	Studio City, CALIF
1365	Desvignes, Lucette	A translation of three plays by Lucette Desvignes : Eurydice, Eurydice; Strange encounters; and Marsyas, or, The rebellious flautist	Curtis, Jerry L.	2002	Edwin Mellen Press	New York
1366	Brasillach, Robert	Before the war	Tame, Peter D.	2002	Edwin Mellen Press	Lewiston, N.Y.
1367	Laâbi, Abdellatif;;Reinking, Victor W.	The world's embrace : selected poems	George, Anne O.;;et al.	2003	City Lights Books	San Francisco, CALIF
1368	Maalouf, Amin	Balthasar's odyssey : a novel	Bray, Barbara	2002	Arcade	New York
1369	La Rochefoucauld, François de	Moral maxims	Primer, Irwin	2003	University of Delaware Press	Newark, DEL
1370	Jaques, Brigitte;;Jouvet, Louis;;Molière	Don Juan;;Elvira	Edney, David	2003	University Press of America	Lanham, MD
1371	Blain, Christophe	The speed abater	NA	2003	ComicsLit	New York
1372	Gutman, Anne;;Hallensleben, Georg	Gaspard and Lisa, friends forever	NA	2003	Alfred A. Knopf	New York
1373	Felman, Shoshana	Writing and madness : (literature/philosophy/psychoanalysis)	Evans, Martha Noel;;et al.	2003	Stanford University Press	Palo Alto, CALIF
1374	Follain, Jean	Transparence of the world	Merwin, W.S.	2003	Copper Canyon Press	Port Townsend, WASH
1375	Queneau, Raymond	Witch grass	Wright, Barbara	2003	New York Review Books	New York
1376	Satrapi, Marjane	Persepolis	NA	2003	Pantheon Books	New York
1377	Bello, Antoine	The missing piece	Stevenson, Helen	2003	Harcourt	Orlando, FLA
1378	Dion, Frédérick	The blue wolf : the epic tale of the life of Genghis Khan and the empire of the steppes	Hobson, Will	2003	Thomas Dunne Books	New York
1379	Dumas, Alexandre	The man in the iron mask	Neugroschel, Joachim	2003	Penguin	New York
1380	Jacq, Christian	The place of truth	Dyson, Sue	2001	Pocket Books	New York
1381	Réage, Pauline	The story of O	Hand, John Paul	1993	Blue Moon Books	New York
1382	Simenon, Georges	The 13 culprits	Schulman, Peter	2002	Crippen & Landru	Norfolk, VA
1383	Gay, Michel	Zee	NA	2003	Clarion Books	New York
1384	Verne, Jules	Journey through the impossible	Baxter, Edward	2003	Prometheus Books	Amherst, N.Y.
1385	Miller, Margot	In search of shelter : subjectivity and spaces of loss in the fiction of Paule Constant	NA	2003	Lexington Books	Lanham, MD
1386	Ernaux, Annie	A woman's story	Leslie, Tanya	2003	Seven Stories Press	New York
1387	Segalen, Victor	René Leys	Underwood, J. A.	2003	New York Review Books	New York
1388	Simenon, Georges	Dirty snow	Romano, Marc	2003	New York Review Books	New York
1389	Simenon, Georges	Three bedrooms in Manhattan	Blochman, Lawrence Goldtree;;Romano, Marc	2003	New York Review Books	New York
1390	Montaigne, Michel de	Apology for Raymond Sebond	Ariew, Roger;;Grene, Marjorie Glicksman	2003	Hackett	Indianapolis, IND
1391	Trouillot, Lyonel	Street of lost footsteps	Coverdale, Linda	2003	University of Nebraska Press	Lincoln, NEBR
1392	Verne, Jules	Journey to the center of the earth	NA	2003	Signet Classics	New York
1393	Dumas, Alexandre	The knight of Maison-Rouge : a novel of Marie Antoinette	Rose, Julie	2003	Modern Library	New York
1394	Shan, Sa	The girl who played go	Hunter, Adriana	2003	Alfred A. Knopf	New York
1395	Thomas, Chantal	Farewell, My Queen : a novel	Black, Moishe	2003	G. Braziller	New York
1396	Rostand, Edmond	Cyrano de Bergerac : heroic comedy in five acts	Bair, Lowell	2003	Signet Classics	New York
1397	Courtemanche, Gil	A Sunday at the pool in Kigali	Claxton, Patricia	2003	Alfred A. Knopf	New York
1398	Dai, Sijie	Balzac and the little Chinese seamstress	Rilke, Ina	2003	Wheeler Publishing	Waterville, ME
1399	Vigneault, Guillaume	Necessary betrayals : a novel	Ouriou, Susan	2003	Douglas & McIntyre	Berkeley, CALIF
1400	Daumal, René	A night of serious drinking	Coward, David;;Lovatt, Edwin A.	2003	Overlook Press	Woodstock, N.Y.
1401	Montaigne, Michel de	The complete works : essays, travel journal, letters	Frame, Donald Murdoch	2003	Alfred A. Knopf	New York
1402	Quignard, Pascal	On wooden tablets, Apronenia Avitia	X, Bruce	2001	Burning Deck	Providence, R.I.
1403	Neal, Lisa	Treasury of French love poems : in French and English	NA	2003	Hippocrene Books	New York
1404	La Bruyère, Jean de	Characters	Laun, Henri Van	1992	Fertig	New York
1405	Molière	The misanthrope	NA	1992	Dover Publications	New York
1406	Baudelaire, Charles;;Fowlie, Wallace	Flowers of evil and other works	Fowlie, Wallace	1992	Dover Publications	New York
